date,time,hour,ac,month,day
2023-07-08,18:00:00,18,0.13,7,5
2023-07-08,19:00:00,19,0.25,7,5
2023-07-08,20:00:00,20,0.29,7,5
2023-07-08,21:00:00,21,0.16,7,5
2023-07-08,22:00:00,22,0.34,7,5
2023-07-08,23:00:00,23,0.19,7,5
2023-07-09,00:00:00,0,0.18,7,6
2023-07-09,01:00:00,1,0.39,7,6
2023-07-09,02:00:00,2,0.46,7,6
2023-07-09,03:00:00,3,0.15,7,6
2023-07-09,04:00:00,4,0.45,7,6
2023-07-09,05:00:00,5,0.26,7,6
2023-07-09,06:00:00,6,0.37,7,6
2023-07-09,07:00:00,7,0.3,7,6
2023-07-09,08:00:00,8,0.5,7,6
2023-07-09,09:00:00,9,0.28,7,6
2023-07-09,10:00:00,10,0.3,7,6
2023-07-09,11:00:00,11,0.12,7,6
2023-07-09,12:00:00,12,0.15,7,6
2023-07-09,13:00:00,13,0.29,7,6
2023-07-09,14:00:00,14,0.17,7,6
2023-07-09,15:00:00,15,0.43,7,6
2023-07-09,16:00:00,16,0.3,7,6
2023-07-09,17:00:00,17,0.35,7,6
2023-07-09,18:00:00,18,0.5,7,6
2023-07-09,19:00:00,19,0.29,7,6
2023-07-09,20:00:00,20,0.49,7,6
2023-07-09,21:00:00,21,0.26,7,6
2023-07-09,22:00:00,22,0.38,7,6
2023-07-09,23:00:00,23,0.23,7,6
2023-07-10,00:00:00,0,0.32,7,0
2023-07-10,01:00:00,1,0.25,7,0
2023-07-10,02:00:00,2,0.14,7,0
2023-07-10,03:00:00,3,0.21,7,0
2023-07-10,04:00:00,4,0.48,7,0
2023-07-10,05:00:00,5,0.48,7,0
2023-07-10,06:00:00,6,0.48,7,0
2023-07-10,07:00:00,7,0.39,7,0
2023-07-10,08:00:00,8,0.22,7,0
2023-07-10,09:00:00,9,0.26,7,0
2023-07-10,10:00:00,10,0.29,7,0
2023-07-10,11:00:00,11,0.47,7,0
2023-07-10,12:00:00,12,0.13,7,0
2023-07-10,13:00:00,13,0.46,7,0
2023-07-10,14:00:00,14,0.36,7,0
2023-07-10,15:00:00,15,0.11,7,0
2023-07-10,16:00:00,16,0.45,7,0
2023-07-10,17:00:00,17,0.3,7,0
2023-07-10,18:00:00,18,0.18,7,0
2023-07-10,19:00:00,19,0.18,7,0
2023-07-10,20:00:00,20,0.23,7,0
2023-07-10,21:00:00,21,0.31,7,0
2023-07-10,22:00:00,22,0.11,7,0
2023-07-10,23:00:00,23,0.22,7,0
2023-07-11,00:00:00,0,0.49,7,1
2023-07-11,01:00:00,1,0.49,7,1
2023-07-11,02:00:00,2,0.17,7,1
2023-07-11,03:00:00,3,0.26,7,1
2023-07-11,04:00:00,4,0.47,7,1
2023-07-11,05:00:00,5,0.38,7,1
2023-07-11,06:00:00,6,0.14,7,1
2023-07-11,07:00:00,7,0.32,7,1
2023-07-11,08:00:00,8,0.22,7,1
2023-07-11,09:00:00,9,0.29,7,1
2023-07-11,10:00:00,10,0.23,7,1
2023-07-11,11:00:00,11,0.35,7,1
2023-07-11,12:00:00,12,0.41,7,1
2023-07-11,13:00:00,13,0.36,7,1
2023-07-11,14:00:00,14,0.26,7,1
2023-07-11,15:00:00,15,0.13,7,1
2023-07-11,16:00:00,16,0.27,7,1
2023-07-11,17:00:00,17,0.21,7,1
2023-07-11,18:00:00,18,0.43,7,1
2023-07-11,19:00:00,19,0.11,7,1
2023-07-11,20:00:00,20,0.25,7,1
2023-07-11,21:00:00,21,0.36,7,1
2023-07-11,22:00:00,22,0.24,7,1
2023-07-11,23:00:00,23,0.26,7,1
2023-07-12,00:00:00,0,0.12,7,2
2023-07-12,01:00:00,1,0.38,7,2
2023-07-12,02:00:00,2,0.44,7,2
2023-07-12,03:00:00,3,0.21,7,2
2023-07-12,04:00:00,4,0.28,7,2
2023-07-12,05:00:00,5,0.45,7,2
2023-07-12,06:00:00,6,0.46,7,2
2023-07-12,07:00:00,7,0.29,7,2
2023-07-12,08:00:00,8,0.43,7,2
2023-07-12,09:00:00,9,0.35,7,2
2023-07-12,10:00:00,10,0.11,7,2
2023-07-12,11:00:00,11,0.48,7,2
2023-07-12,12:00:00,12,0.44,7,2
2023-07-12,13:00:00,13,0.12,7,2
2023-07-12,14:00:00,14,0.35,7,2
2023-07-12,15:00:00,15,0.13,7,2
2023-07-12,16:00:00,16,0.44,7,2
2023-07-12,17:00:00,17,0.12,7,2
2023-07-12,18:00:00,18,0.12,7,2
2023-07-12,19:00:00,19,0.31,7,2
2023-07-12,20:00:00,20,0.44,7,2
2023-07-12,21:00:00,21,0.43,7,2
2023-07-12,22:00:00,22,0.17,7,2
2023-07-12,23:00:00,23,0.12,7,2
2023-07-13,00:00:00,0,0.36,7,3
2023-07-13,01:00:00,1,0.43,7,3
2023-07-13,02:00:00,2,0.35,7,3
2023-07-13,03:00:00,3,0.32,7,3
2023-07-13,04:00:00,4,0.43,7,3
2023-07-13,05:00:00,5,0.44,7,3
2023-07-13,06:00:00,6,0.28,7,3
2023-07-13,07:00:00,7,0.24,7,3
2023-07-13,08:00:00,8,0.45,7,3
2023-07-13,09:00:00,9,0.37,7,3
2023-07-13,10:00:00,10,0.28,7,3
2023-07-13,11:00:00,11,0.47,7,3
2023-07-13,12:00:00,12,0.12,7,3
2023-07-13,13:00:00,13,0.14,7,3
2023-07-13,14:00:00,14,0.34,7,3
2023-07-13,15:00:00,15,0.37,7,3
2023-07-13,16:00:00,16,0.36,7,3
2023-07-13,17:00:00,17,0.19,7,3
2023-07-13,18:00:00,18,0.4,7,3
2023-07-13,19:00:00,19,0.16,7,3
2023-07-13,20:00:00,20,0.49,7,3
2023-07-13,21:00:00,21,0.17,7,3
2023-07-13,22:00:00,22,0.29,7,3
2023-07-13,23:00:00,23,0.32,7,3
2023-07-14,00:00:00,0,0.38,7,4
2023-07-14,01:00:00,1,0.44,7,4
2023-07-14,02:00:00,2,0.39,7,4
2023-07-14,03:00:00,3,0.44,7,4
2023-07-14,04:00:00,4,0.44,7,4
2023-07-14,05:00:00,5,0.37,7,4
2023-07-14,06:00:00,6,0.4,7,4
2023-07-14,07:00:00,7,0.48,7,4
2023-07-14,08:00:00,8,0.15,7,4
2023-07-14,09:00:00,9,0.2,7,4
2023-07-14,10:00:00,10,0.38,7,4
2023-07-14,11:00:00,11,0.43,7,4
2023-07-14,12:00:00,12,0.29,7,4
2023-07-14,13:00:00,13,0.32,7,4
2023-07-14,14:00:00,14,0.33,7,4
2023-07-14,15:00:00,15,0.35,7,4
2023-07-14,16:00:00,16,0.35,7,4
2023-07-14,17:00:00,17,0.22,7,4
2023-07-14,18:00:00,18,0.24,7,4
2023-07-14,19:00:00,19,0.41,7,4
2023-07-14,20:00:00,20,0.29,7,4
2023-07-14,21:00:00,21,0.39,7,4
2023-07-14,22:00:00,22,0.1,7,4
2023-07-14,23:00:00,23,0.13,7,4
2023-07-15,00:00:00,0,0.21,7,5
2023-07-15,01:00:00,1,0.45,7,5
2023-07-15,02:00:00,2,0.37,7,5
2023-07-15,03:00:00,3,0.26,7,5
2023-07-15,04:00:00,4,0.11,7,5
2023-07-15,05:00:00,5,0.31,7,5
2023-07-15,06:00:00,6,0.31,7,5
2023-07-15,07:00:00,7,0.24,7,5
2023-07-15,08:00:00,8,0.21,7,5
2023-07-15,09:00:00,9,0.13,7,5
2023-07-15,10:00:00,10,0.18,7,5
2023-07-15,11:00:00,11,0.23,7,5
2023-07-15,12:00:00,12,0.48,7,5
2023-07-15,13:00:00,13,0.43,7,5
2023-07-15,14:00:00,14,0.31,7,5
2023-07-15,15:00:00,15,0.37,7,5
2023-07-15,16:00:00,16,0.47,7,5
2023-07-15,17:00:00,17,0.33,7,5
2023-07-15,18:00:00,18,0.28,7,5
2023-07-15,19:00:00,19,0.37,7,5
2023-07-15,20:00:00,20,0.39,7,5
2023-07-15,21:00:00,21,0.34,7,5
2023-07-15,22:00:00,22,0.33,7,5
2023-07-15,23:00:00,23,0.39,7,5
2023-07-16,00:00:00,0,0.26,7,6
2023-07-16,01:00:00,1,0.13,7,6
2023-07-16,02:00:00,2,0.16,7,6
2023-07-16,03:00:00,3,0.2,7,6
2023-07-16,04:00:00,4,0.3,7,6
2023-07-16,05:00:00,5,0.11,7,6
2023-07-16,06:00:00,6,0.25,7,6
2023-07-16,07:00:00,7,0.18,7,6
2023-07-16,08:00:00,8,0.46,7,6
2023-07-16,09:00:00,9,0.18,7,6
2023-07-16,10:00:00,10,0.46,7,6
2023-07-16,11:00:00,11,0.47,7,6
2023-07-16,12:00:00,12,0.39,7,6
2023-07-16,13:00:00,13,0.15,7,6
2023-07-16,14:00:00,14,0.25,7,6
2023-07-16,15:00:00,15,0.17,7,6
2023-07-16,16:00:00,16,0.15,7,6
2023-07-16,17:00:00,17,0.42,7,6
2023-07-16,18:00:00,18,0.3,7,6
2023-07-16,19:00:00,19,0.14,7,6
2023-07-16,20:00:00,20,0.23,7,6
2023-07-16,21:00:00,21,0.5,7,6
2023-07-16,22:00:00,22,0.27,7,6
2023-07-16,23:00:00,23,0.32,7,6
2023-07-17,00:00:00,0,0.16,7,0
2023-07-17,01:00:00,1,0.33,7,0
2023-07-17,02:00:00,2,0.23,7,0
2023-07-17,03:00:00,3,0.36,7,0
2023-07-17,04:00:00,4,0.28,7,0
2023-07-17,05:00:00,5,0.43,7,0
2023-07-17,06:00:00,6,0.33,7,0
2023-07-17,07:00:00,7,0.31,7,0
2023-07-17,08:00:00,8,0.11,7,0
2023-07-17,09:00:00,9,0.47,7,0
2023-07-17,10:00:00,10,0.41,7,0
2023-07-17,11:00:00,11,0.46,7,0
2023-07-17,12:00:00,12,0.2,7,0
2023-07-17,13:00:00,13,0.36,7,0
2023-07-17,14:00:00,14,0.27,7,0
2023-07-17,15:00:00,15,0.3,7,0
2023-07-17,16:00:00,16,0.23,7,0
2023-07-17,17:00:00,17,0.35,7,0
2023-07-17,18:00:00,18,0.2,7,0
2023-07-17,19:00:00,19,0.38,7,0
2023-07-17,20:00:00,20,0.47,7,0
2023-07-17,21:00:00,21,0.4,7,0
2023-07-17,22:00:00,22,0.18,7,0
2023-07-17,23:00:00,23,0.48,7,0
2023-07-18,00:00:00,0,0.29,7,1
2023-07-18,01:00:00,1,0.38,7,1
2023-07-18,02:00:00,2,0.42,7,1
2023-07-18,03:00:00,3,0.22,7,1
2023-07-18,04:00:00,4,0.32,7,1
2023-07-18,05:00:00,5,0.28,7,1
2023-07-18,06:00:00,6,0.47,7,1
2023-07-18,07:00:00,7,0.45,7,1
2023-07-18,08:00:00,8,0.26,7,1
2023-07-18,09:00:00,9,0.34,7,1
2023-07-18,10:00:00,10,0.18,7,1
2023-07-18,11:00:00,11,0.25,7,1
2023-07-18,12:00:00,12,0.42,7,1
2023-07-18,13:00:00,13,0.39,7,1
2023-07-18,14:00:00,14,0.21,7,1
2023-07-18,15:00:00,15,0.23,7,1
2023-07-18,16:00:00,16,0.36,7,1
2023-07-18,17:00:00,17,0.38,7,1
2023-07-18,18:00:00,18,0.24,7,1
2023-07-18,19:00:00,19,0.3,7,1
2023-07-18,20:00:00,20,0.25,7,1
2023-07-18,21:00:00,21,0.42,7,1
2023-07-18,22:00:00,22,0.41,7,1
2023-07-18,23:00:00,23,0.5,7,1
2023-07-19,00:00:00,0,0.24,7,2
2023-07-19,01:00:00,1,0.38,7,2
2023-07-19,02:00:00,2,0.3,7,2
2023-07-19,03:00:00,3,0.11,7,2
2023-07-19,04:00:00,4,0.18,7,2
2023-07-19,05:00:00,5,0.31,7,2
2023-07-19,06:00:00,6,0.39,7,2
2023-07-19,07:00:00,7,0.32,7,2
2023-07-19,08:00:00,8,0.32,7,2
2023-07-19,09:00:00,9,0.29,7,2
2023-07-19,10:00:00,10,0.23,7,2
2023-07-19,11:00:00,11,0.37,7,2
2023-07-19,12:00:00,12,0.24,7,2
2023-07-19,13:00:00,13,0.32,7,2
2023-07-19,14:00:00,14,0.45,7,2
2023-07-19,15:00:00,15,0.33,7,2
2023-07-19,16:00:00,16,0.39,7,2
2023-07-19,17:00:00,17,0.25,7,2
2023-07-19,18:00:00,18,0.47,7,2
2023-07-19,19:00:00,19,0.3,7,2
2023-07-19,20:00:00,20,0.21,7,2
2023-07-19,21:00:00,21,0.48,7,2
2023-07-19,22:00:00,22,0.37,7,2
2023-07-19,23:00:00,23,0.41,7,2
2023-07-20,00:00:00,0,0.14,7,3
2023-07-20,01:00:00,1,0.32,7,3
2023-07-20,02:00:00,2,0.49,7,3
2023-07-20,03:00:00,3,0.36,7,3
2023-07-20,04:00:00,4,0.25,7,3
2023-07-20,05:00:00,5,0.47,7,3
2023-07-20,06:00:00,6,0.46,7,3
2023-07-20,07:00:00,7,0.27,7,3
2023-07-20,08:00:00,8,0.38,7,3
2023-07-20,09:00:00,9,0.23,7,3
2023-07-20,10:00:00,10,0.11,7,3
2023-07-20,11:00:00,11,0.31,7,3
2023-07-20,12:00:00,12,0.4,7,3
2023-07-20,13:00:00,13,0.35,7,3
2023-07-20,14:00:00,14,0.45,7,3
2023-07-20,15:00:00,15,0.37,7,3
2023-07-20,16:00:00,16,0.31,7,3
2023-07-20,17:00:00,17,0.25,7,3
2023-07-20,18:00:00,18,0.49,7,3
2023-07-20,19:00:00,19,0.19,7,3
2023-07-20,20:00:00,20,0.31,7,3
2023-07-20,21:00:00,21,0.25,7,3
2023-07-20,22:00:00,22,0.43,7,3
2023-07-20,23:00:00,23,0.17,7,3
2023-07-21,00:00:00,0,0.41,7,4
2023-07-21,01:00:00,1,0.22,7,4
2023-07-21,02:00:00,2,0.28,7,4
2023-07-21,03:00:00,3,0.46,7,4
2023-07-21,04:00:00,4,0.33,7,4
2023-07-21,05:00:00,5,0.43,7,4
2023-07-21,06:00:00,6,0.36,7,4
2023-07-21,07:00:00,7,0.13,7,4
2023-07-21,08:00:00,8,0.17,7,4
2023-07-21,09:00:00,9,0.16,7,4
2023-07-21,10:00:00,10,0.37,7,4
2023-07-21,11:00:00,11,0.24,7,4
2023-07-21,12:00:00,12,0.48,7,4
2023-07-21,13:00:00,13,0.21,7,4
2023-07-21,14:00:00,14,0.22,7,4
2023-07-21,15:00:00,15,0.36,7,4
2023-07-21,16:00:00,16,0.35,7,4
2023-07-21,17:00:00,17,0.12,7,4
2023-07-21,18:00:00,18,0.13,7,4
2023-07-21,19:00:00,19,0.17,7,4
2023-07-21,20:00:00,20,0.37,7,4
2023-07-21,21:00:00,21,0.13,7,4
2023-07-21,22:00:00,22,0.14,7,4
2023-07-21,23:00:00,23,0.3,7,4
2023-07-22,00:00:00,0,0.2,7,5
2023-07-22,01:00:00,1,0.36,7,5
2023-07-22,02:00:00,2,0.38,7,5
2023-07-22,03:00:00,3,0.22,7,5
2023-07-22,04:00:00,4,0.33,7,5
2023-07-22,05:00:00,5,0.33,7,5
2023-07-22,06:00:00,6,0.23,7,5
2023-07-22,07:00:00,7,0.43,7,5
2023-07-22,08:00:00,8,0.43,7,5
2023-07-22,09:00:00,9,0.12,7,5
2023-07-22,10:00:00,10,0.42,7,5
2023-07-22,11:00:00,11,0.48,7,5
2023-07-22,12:00:00,12,0.25,7,5
2023-07-22,13:00:00,13,0.28,7,5
2023-07-22,14:00:00,14,0.38,7,5
2023-07-22,15:00:00,15,0.17,7,5
2023-07-22,16:00:00,16,0.26,7,5
2023-07-22,17:00:00,17,0.15,7,5
2023-07-22,18:00:00,18,0.3,7,5
2023-07-22,19:00:00,19,0.38,7,5
2023-07-22,20:00:00,20,0.31,7,5
2023-07-22,21:00:00,21,0.39,7,5
2023-07-22,22:00:00,22,0.44,7,5
2023-07-22,23:00:00,23,0.4,7,5
2023-07-23,00:00:00,0,0.21,7,6
2023-07-23,01:00:00,1,0.38,7,6
2023-07-23,02:00:00,2,0.1,7,6
2023-07-23,03:00:00,3,0.23,7,6
2023-07-23,04:00:00,4,0.3,7,6
2023-07-23,05:00:00,5,0.24,7,6
2023-07-23,06:00:00,6,0.48,7,6
2023-07-23,07:00:00,7,0.17,7,6
2023-07-23,08:00:00,8,0.48,7,6
2023-07-23,09:00:00,9,0.13,7,6
2023-07-23,10:00:00,10,0.43,7,6
2023-07-23,11:00:00,11,0.16,7,6
2023-07-23,12:00:00,12,0.26,7,6
2023-07-23,13:00:00,13,0.28,7,6
2023-07-23,14:00:00,14,0.35,7,6
2023-07-23,15:00:00,15,0.43,7,6
2023-07-23,16:00:00,16,0.47,7,6
2023-07-23,17:00:00,17,0.39,7,6
2023-07-23,18:00:00,18,0.38,7,6
2023-07-23,19:00:00,19,0.3,7,6
2023-07-23,20:00:00,20,0.14,7,6
2023-07-23,21:00:00,21,0.22,7,6
2023-07-23,22:00:00,22,0.21,7,6
2023-07-23,23:00:00,23,0.2,7,6
2023-07-24,00:00:00,0,0.42,7,0
2023-07-24,01:00:00,1,0.26,7,0
2023-07-24,02:00:00,2,0.17,7,0
2023-07-24,03:00:00,3,0.44,7,0
2023-07-24,04:00:00,4,0.26,7,0
2023-07-24,05:00:00,5,0.12,7,0
2023-07-24,06:00:00,6,0.49,7,0
2023-07-24,07:00:00,7,0.21,7,0
2023-07-24,08:00:00,8,0.22,7,0
2023-07-24,09:00:00,9,0.3,7,0
2023-07-24,10:00:00,10,0.43,7,0
2023-07-24,11:00:00,11,0.11,7,0
2023-07-24,12:00:00,12,0.36,7,0
2023-07-24,13:00:00,13,0.49,7,0
2023-07-24,14:00:00,14,0.17,7,0
2023-07-24,15:00:00,15,0.4,7,0
2023-07-24,16:00:00,16,0.38,7,0
2023-07-24,17:00:00,17,0.14,7,0
2023-07-24,18:00:00,18,0.44,7,0
2023-07-24,19:00:00,19,0.16,7,0
2023-07-24,20:00:00,20,0.23,7,0
2023-07-24,21:00:00,21,0.14,7,0
2023-07-24,22:00:00,22,0.11,7,0
2023-07-24,23:00:00,23,0.16,7,0
2023-07-25,00:00:00,0,0.27,7,1
2023-07-25,01:00:00,1,0.24,7,1
2023-07-25,02:00:00,2,0.46,7,1
2023-07-25,03:00:00,3,0.11,7,1
2023-07-25,04:00:00,4,0.15,7,1
2023-07-25,05:00:00,5,0.37,7,1
2023-07-25,06:00:00,6,0.4,7,1
2023-07-25,07:00:00,7,0.19,7,1
2023-07-25,08:00:00,8,0.16,7,1
2023-07-25,09:00:00,9,0.16,7,1
2023-07-25,10:00:00,10,0.27,7,1
2023-07-25,11:00:00,11,0.47,7,1
2023-07-25,12:00:00,12,0.38,7,1
2023-07-25,13:00:00,13,0.15,7,1
2023-07-25,14:00:00,14,0.17,7,1
2023-07-25,15:00:00,15,0.14,7,1
2023-07-25,16:00:00,16,0.33,7,1
2023-07-25,17:00:00,17,0.49,7,1
2023-07-25,18:00:00,18,0.4,7,1
2023-07-25,19:00:00,19,0.48,7,1
2023-07-25,20:00:00,20,0.34,7,1
2023-07-25,21:00:00,21,0.15,7,1
2023-07-25,22:00:00,22,0.38,7,1
2023-07-25,23:00:00,23,0.41,7,1
2023-07-26,00:00:00,0,0.47,7,2
2023-07-26,01:00:00,1,0.29,7,2
2023-07-26,02:00:00,2,0.3,7,2
2023-07-26,03:00:00,3,0.5,7,2
2023-07-26,04:00:00,4,0.49,7,2
2023-07-26,05:00:00,5,0.45,7,2
2023-07-26,06:00:00,6,0.21,7,2
2023-07-26,07:00:00,7,0.16,7,2
2023-07-26,08:00:00,8,0.31,7,2
2023-07-26,09:00:00,9,0.11,7,2
2023-07-26,10:00:00,10,0.24,7,2
2023-07-26,11:00:00,11,0.15,7,2
2023-07-26,12:00:00,12,0.12,7,2
2023-07-26,13:00:00,13,0.44,7,2
2023-07-26,14:00:00,14,0.31,7,2
2023-07-26,15:00:00,15,0.38,7,2
2023-07-26,16:00:00,16,0.1,7,2
2023-07-26,17:00:00,17,0.33,7,2
2023-07-26,18:00:00,18,0.13,7,2
2023-07-26,19:00:00,19,0.2,7,2
2023-07-26,20:00:00,20,0.23,7,2
2023-07-26,21:00:00,21,0.21,7,2
2023-07-26,22:00:00,22,0.31,7,2
2023-07-26,23:00:00,23,0.38,7,2
2023-07-27,00:00:00,0,0.17,7,3
2023-07-27,01:00:00,1,0.46,7,3
2023-07-27,02:00:00,2,0.43,7,3
2023-07-27,03:00:00,3,0.16,7,3
2023-07-27,04:00:00,4,0.45,7,3
2023-07-27,05:00:00,5,0.4,7,3
2023-07-27,06:00:00,6,0.2,7,3
2023-07-27,07:00:00,7,0.37,7,3
2023-07-27,08:00:00,8,0.32,7,3
2023-07-27,09:00:00,9,0.46,7,3
2023-07-27,10:00:00,10,0.45,7,3
2023-07-27,11:00:00,11,0.16,7,3
2023-07-27,12:00:00,12,0.3,7,3
2023-07-27,13:00:00,13,0.5,7,3
2023-07-27,14:00:00,14,0.35,7,3
2023-07-27,15:00:00,15,0.21,7,3
2023-07-27,16:00:00,16,0.35,7,3
2023-07-27,17:00:00,17,0.49,7,3
2023-07-27,18:00:00,18,0.36,7,3
2023-07-27,19:00:00,19,0.29,7,3
2023-07-27,20:00:00,20,0.17,7,3
2023-07-27,21:00:00,21,0.4,7,3
2023-07-27,22:00:00,22,0.45,7,3
2023-07-27,23:00:00,23,0.26,7,3
2023-07-28,00:00:00,0,0.23,7,4
2023-07-28,01:00:00,1,0.34,7,4
2023-07-28,02:00:00,2,0.27,7,4
2023-07-28,03:00:00,3,0.19,7,4
2023-07-28,04:00:00,4,0.24,7,4
2023-07-28,05:00:00,5,0.32,7,4
2023-07-28,06:00:00,6,0.43,7,4
2023-07-28,07:00:00,7,0.14,7,4
2023-07-28,08:00:00,8,0.18,7,4
2023-07-28,09:00:00,9,0.14,7,4
2023-07-28,10:00:00,10,0.29,7,4
2023-07-28,11:00:00,11,0.36,7,4
2023-07-28,12:00:00,12,0.46,7,4
2023-07-28,13:00:00,13,0.31,7,4
2023-07-28,14:00:00,14,0.45,7,4
2023-07-28,15:00:00,15,0.29,7,4
2023-07-28,16:00:00,16,0.37,7,4
2023-07-28,17:00:00,17,0.35,7,4
2023-07-28,18:00:00,18,0.49,7,4
2023-07-28,19:00:00,19,0.25,7,4
2023-07-28,20:00:00,20,0.39,7,4
2023-07-28,21:00:00,21,0.43,7,4
2023-07-28,22:00:00,22,0.35,7,4
2023-07-28,23:00:00,23,0.45,7,4
2023-07-29,00:00:00,0,0.4,7,5
2023-07-29,01:00:00,1,0.18,7,5
2023-07-29,02:00:00,2,0.43,7,5
2023-07-29,03:00:00,3,0.4,7,5
2023-07-29,04:00:00,4,0.27,7,5
2023-07-29,05:00:00,5,0.26,7,5
2023-07-29,06:00:00,6,0.23,7,5
2023-07-29,07:00:00,7,0.35,7,5
2023-07-29,08:00:00,8,0.3,7,5
2023-07-29,09:00:00,9,0.35,7,5
2023-07-29,10:00:00,10,0.27,7,5
2023-07-29,11:00:00,11,0.19,7,5
2023-07-29,12:00:00,12,0.14,7,5
2023-07-29,13:00:00,13,0.12,7,5
2023-07-29,14:00:00,14,0.46,7,5
2023-07-29,15:00:00,15,0.18,7,5
2023-07-29,16:00:00,16,0.23,7,5
2023-07-29,17:00:00,17,0.19,7,5
2023-07-29,18:00:00,18,0.38,7,5
2023-07-29,19:00:00,19,0.31,7,5
2023-07-29,20:00:00,20,0.23,7,5
2023-07-29,21:00:00,21,0.38,7,5
2023-07-29,22:00:00,22,0.3,7,5
2023-07-29,23:00:00,23,0.18,7,5
2023-07-30,00:00:00,0,0.31,7,6
2023-07-30,01:00:00,1,0.49,7,6
2023-07-30,02:00:00,2,0.48,7,6
2023-07-30,03:00:00,3,0.12,7,6
2023-07-30,04:00:00,4,0.36,7,6
2023-07-30,05:00:00,5,0.14,7,6
2023-07-30,06:00:00,6,0.46,7,6
2023-07-30,07:00:00,7,0.46,7,6
2023-07-30,08:00:00,8,0.44,7,6
2023-07-30,09:00:00,9,0.33,7,6
2023-07-30,10:00:00,10,0.35,7,6
2023-07-30,11:00:00,11,0.44,7,6
2023-07-30,12:00:00,12,0.14,7,6
2023-07-30,13:00:00,13,0.16,7,6
2023-07-30,14:00:00,14,0.49,7,6
2023-07-30,15:00:00,15,0.27,7,6
2023-07-30,16:00:00,16,0.16,7,6
2023-07-30,17:00:00,17,0.34,7,6
2023-07-30,18:00:00,18,0.26,7,6
2023-07-30,19:00:00,19,0.28,7,6
2023-07-30,20:00:00,20,0.37,7,6
2023-07-30,21:00:00,21,0.26,7,6
2023-07-30,22:00:00,22,0.32,7,6
2023-07-30,23:00:00,23,0.2,7,6
2023-07-31,00:00:00,0,0.36,7,0
2023-07-31,01:00:00,1,0.48,7,0
2023-07-31,02:00:00,2,0.42,7,0
2023-07-31,03:00:00,3,0.16,7,0
2023-07-31,04:00:00,4,0.14,7,0
2023-07-31,05:00:00,5,0.3,7,0
2023-07-31,06:00:00,6,0.22,7,0
2023-07-31,07:00:00,7,0.19,7,0
2023-07-31,08:00:00,8,0.34,7,0
2023-07-31,09:00:00,9,0.38,7,0
2023-07-31,10:00:00,10,0.13,7,0
2023-07-31,11:00:00,11,0.25,7,0
2023-07-31,12:00:00,12,0.13,7,0
2023-07-31,13:00:00,13,0.41,7,0
2023-07-31,14:00:00,14,0.42,7,0
2023-07-31,15:00:00,15,0.34,7,0
2023-07-31,16:00:00,16,0.35,7,0
2023-07-31,17:00:00,17,0.11,7,0
2023-07-31,18:00:00,18,0.42,7,0
2023-07-31,19:00:00,19,0.18,7,0
2023-07-31,20:00:00,20,0.11,7,0
2023-07-31,21:00:00,21,0.42,7,0
2023-07-31,22:00:00,22,0.1,7,0
2023-07-31,23:00:00,23,0.35,7,0
2023-08-01,00:00:00,0,0.26,8,1
2023-08-01,01:00:00,1,0.12,8,1
2023-08-01,02:00:00,2,0.39,8,1
2023-08-01,03:00:00,3,0.22,8,1
2023-08-01,04:00:00,4,0.23,8,1
2023-08-01,05:00:00,5,0.34,8,1
2023-08-01,06:00:00,6,0.19,8,1
2023-08-01,07:00:00,7,0.21,8,1
2023-08-01,08:00:00,8,0.13,8,1
2023-08-01,09:00:00,9,0.42,8,1
2023-08-01,10:00:00,10,0.24,8,1
2023-08-01,11:00:00,11,0.2,8,1
2023-08-01,12:00:00,12,0.5,8,1
2023-08-01,13:00:00,13,0.35,8,1
2023-08-01,14:00:00,14,0.46,8,1
2023-08-01,15:00:00,15,0.2,8,1
2023-08-01,16:00:00,16,0.29,8,1
2023-08-01,17:00:00,17,0.16,8,1
2023-08-01,18:00:00,18,0.45,8,1
2023-08-01,19:00:00,19,0.35,8,1
2023-08-01,20:00:00,20,0.18,8,1
2023-08-01,21:00:00,21,0.43,8,1
2023-08-01,22:00:00,22,0.39,8,1
2023-08-01,23:00:00,23,0.33,8,1
2023-08-02,00:00:00,0,0.49,8,2
2023-08-02,01:00:00,1,0.25,8,2
2023-08-02,02:00:00,2,0.46,8,2
2023-08-02,03:00:00,3,0.12,8,2
2023-08-02,04:00:00,4,0.4,8,2
2023-08-02,05:00:00,5,0.5,8,2
2023-08-02,06:00:00,6,0.47,8,2
2023-08-02,07:00:00,7,0.28,8,2
2023-08-02,08:00:00,8,0.49,8,2
2023-08-02,09:00:00,9,0.45,8,2
2023-08-02,10:00:00,10,0.1,8,2
2023-08-02,11:00:00,11,0.46,8,2
2023-08-02,12:00:00,12,0.28,8,2
2023-08-02,13:00:00,13,0.39,8,2
2023-08-02,14:00:00,14,0.31,8,2
2023-08-02,15:00:00,15,0.33,8,2
2023-08-02,16:00:00,16,0.41,8,2
2023-08-02,17:00:00,17,0.24,8,2
2023-08-02,18:00:00,18,0.22,8,2
2023-08-02,19:00:00,19,0.32,8,2
2023-08-02,20:00:00,20,0.36,8,2
2023-08-02,21:00:00,21,0.23,8,2
2023-08-02,22:00:00,22,0.37,8,2
2023-08-02,23:00:00,23,0.47,8,2
2023-08-03,00:00:00,0,0.27,8,3
2023-08-03,01:00:00,1,0.27,8,3
